Date,Open,High,Low,Close,Volume,Open_10,High_10,Low_10,Close_10,Volume_10,Open_20,High_20,Low_20,Close_20,Volume_20,position_10_20,signal_10_20
2019-01-30,199.8768811254916,201.4817482099627,198.7753281565456,200.70306396484375,1589800,200.730592025107,201.87963771135492,198.90446673291964,200.51597747802734,2009090.0,198.57067018691424,200.29566315333696,196.7663858463744,198.9263053894043,2086805.0,1,0.0
2019-01-31,200.50366201170067,204.05526189562127,199.1551973259638,203.81785583496094,4341100,200.70020394389547,202.20440961853546,198.92535916678784,200.93856201171874,2297700.0,199.07587182779292,200.76003095888547,197.23502674595105,199.39494705200195,2196705.0,1,0.0
2019-02-01,203.21958454324687,204.16920877008445,198.8228197361517,199.677490234375,3453700,201.09240268761621,202.52253781795125,198.89877327506832,200.8255599975586,2491360.0,199.56493005685564,201.1902122427375,197.67802811317165,199.86263885498047,2225505.0,1,0.0
2019-02-04,200.08579520647112,200.55111623245745,197.42684482533215,200.54161071777344,1630300,200.91577183280688,202.24049862458315,198.53126705122182,200.5966995239258,2442850.0,199.9267351396988,201.34499993200836,197.9842802848219,200.0971939086914,2168940.0,1,0.0
2019-02-05,200.83601616980152,201.81412788251046,199.07920570089308,200.94996643066406,2074500,200.7723835319388,201.95181799823766,198.4211146804178,200.5216842651367,2319220.0,200.2101992198848,201.50643770725293,198.27391714211063,200.31608352661132,2161335.0,1,0.0
2019-02-06,201.56720108252554,201.56720108252554,199.87687138706508,200.94046020507812,1618800,200.70211133181834,201.70586476888593,198.46669672636216,200.47515411376952,2259080.0,200.38160593015465,201.6574271221962,198.57304841642565,200.46090087890624,2123950.0,1,0.0
2019-02-07,200.02638226754797,200.05494677978666,196.40806058169383,199.05514526367188,2526600,200.53568214991776,201.54229203820927,198.26985472824913,200.40912322998048,2312300.0,200.45223116872722,201.6311941428937,198.52115925081057,200.4473533630371,2157135.0,1,0.0
2019-02-08,197.8934528688193,198.52190113158295,195.91289789266392,197.81727600097656,2013700,200.1901477047874,201.23206250893276,198.03869047770144,200.3370590209961,2288440.0,200.46369183710297,201.5435039180017,198.53567646558452,200.33677673339844,2140785.0,0,-1.0
2019-02-11,198.67424555213742,198.9313406716975,196.87460877372132,198.74090576171875,2376600,200.2408180444546,201.1080716256626,198.03949517224063,200.1959228515625,2326160.0,200.4244536120829,201.4596678806347,198.44111747329947,200.27855529785157,2166560.0,0,0.0
2019-02-12,200.01683544637555,202.5782263914698,199.25508127794848,201.76885986328125,2091200,200.27000562741176,201.37250790476978,198.1586915657979,200.40126342773436,2371630.0,200.4794058535893,201.58666218702555,198.52018227815364,200.44342498779298,2194965.0,0,0.0
2019-02-13,202.08306926556315,203.30187003446372,201.19754046143672,202.62582397460938,1703000,200.49062444141893,201.55452008721988,198.400912796287,200.59353942871093,2382950.0,200.6106082332629,201.7170788992875,198.6526897646034,200.55475845336915,2196020.0,0,0.0
2019-02-14,201.86411000599534,204.29219536710696,201.0452267144235,203.6161346435547,1411100,200.62666924084837,201.57821343436845,198.58991573513293,200.5733673095703,2089950.0,200.66343659237185,201.89131152645203,198.7576374509605,200.75596466064454,2193825.0,0,0.0
2019-02-15,204.8634951608375,206.86309823975876,203.80656459556545,206.12039184570312,2635500,200.79106030260743,201.8476023813359,199.0882902210743,201.21765747070313,2008130.0,200.94173149511175,202.1850700996436,198.9935317480714,201.02160873413087,2249745.0,0,0.0
2019-02-19,206.3107960927806,209.10071751544118,206.15844236043873,207.69146728515625,1938100,201.41356039123838,202.7025625096343,199.96144997458492,201.9326431274414,2038910.0,201.1646661120226,202.47153056710877,199.24635851290347,201.2646713256836,2240880.0,1,1.0
2019-02-20,207.7961986031907,208.59604839464907,204.77776125735343,206.72975158691406,1785600,202.1095786345773,203.38075456084817,200.53130553023098,202.5106216430664,2010020.0,201.440981083258,202.66628627954293,199.47621010532447,201.51615295410156,2164620.0,1,0.0
2019-02-21,206.24417576383217,206.35843381250552,204.0827023244901,204.93966674804688,1615300,202.57727610270794,203.85987783384616,200.9518886239735,202.9105422973633,2009670.0,201.6396937172631,202.78287130136607,199.7092926751679,201.6928482055664,2134375.0,1,0.0
2019-02-22,204.88251228404337,206.23461896605312,204.00650011806178,205.94895935058594,1542500,203.0628891043575,204.4778450524728,201.7117325776103,203.59992370605468,1911260.0,201.79928562713755,203.01006854534106,199.99079365292974,202.00452346801757,2111780.0,1,0.0
2019-02-25,206.9773308827943,208.6150972248525,206.19654341046535,206.67263793945312,1794000,203.97127690575502,205.48716466179977,202.74009712939045,204.48545989990234,1889290.0,202.0807123052711,203.3596135853663,200.38939380354594,202.41125946044923,2088865.0,1,0.0
2019-02-26,206.52027905624558,208.44370497361112,205.7966206207499,207.2058563232422,1884100,204.75588025616582,206.43840109199112,203.6322983140933,205.3319549560547,1840040.0,202.4983491503101,203.77323635882692,200.83589674316698,202.7639389038086,2083100.0,1,0.0
2019-02-27,206.15846798226434,208.3961183002244,206.10133895784892,207.62484741210938,1482700,205.3700435097547,207.0201902828666,204.31692408208335,205.9175537109375,1779190.0,202.82002456858314,204.19634909381824,201.23780782394064,203.15940856933594,2075410.0,1,0.0
