Date,Open,High,Low,Close,Volume,Open_10,High_10,Low_10,Close_10,Volume_10,Open_20,High_20,Low_20,Close_20,Volume_20,position_10_20,signal_10_20,Open_last_time,growth,10000,rate
0,,,,,,,,,,,,,,,,,,,,10000,0
2/8/2019,197.8934529,198.5219011,195.9128979,197.817276,2013700,200.1901477,201.2320625,198.0386905,200.337059,2288440,200.4636918,201.5435039,198.5356765,200.3367767,2140785,0,-1,,-0.00992325,9900.7675,-0.00992325
5/3/2019,231.6390226,233.1720474,231.1153157,232.924469,905900,233.0473268,234.1252055,231.1505692,232.8188034,1345330,233.0992155,234.2032796,231.5033486,233.0116158,1508805,0,-1,206.3107961,0.122767334,11116.25833,0.111625833
6/6/2019,236.7806404,240.5423997,236.5324079,239.8454285,1487800,233.7693022,235.5155586,231.6382774,233.8972412,2259770,233.8857796,236.1285112,232.2564812,234.5722527,1958290,0,-1,237.840395,-0.004455738,11066.72719,0.106672719
8/6/2019,254.4150702,258.0049795,252.1045366,257.1265869,2383000,264.252905,265.7280113,261.6340002,263.3936234,1874380,265.2778339,266.768693,263.2871604,265.1188698,1728860,0,-1,245.9271604,0.034513918,11448.68331,0.144868331
9/23/2019,274.0100403,275.7037235,273.426362,275.1678772,2025400,278.2250389,279.8708637,275.899837,277.853772,2610200,279.4284461,281.9351056,277.1546522,279.7139404,2688640,0,-1,265.6239295,0.031571368,11810.1339,0.18101339
11/4/2019,284.9619652,285.9784512,283.0536615,284.6359253,1651600,284.9605952,286.7696614,283.3235799,284.9024597,1702290,285.0413888,287.0812517,283.6133538,285.2434052,1727665,0,-1,285.7508958,-0.002760903,11777.52726,0.177752726
12/3/2019,283.0153307,284.0318168,280.6850858,283.5331726,1921400,288.3221626,288.9963082,285.7464177,287.3315613,1880780,288.9195934,290.2348008,286.8118201,288.7364334,1754585,0,-1,290.3129149,-0.025136961,11481.47602,0.148147602
3/2/2020,282.9489973,297.4308728,280.0084212,297.0753174,7563800,298.4475308,302.519177,294.0943233,297.7758118,3232630,298.5718565,301.8073772,295.4798494,298.5240829,2549920,0,-1,286.966264,-0.01399909,11320.7458,0.13207458
5/5/2020,293.8242407,298.3896509,292.2639121,296.5789185,2460900,294.6303604,297.4880617,291.592516,294.6633331,2725420,295.7451783,299.100301,292.1404622,295.6352951,3335300,0,-1,286.9273376,0.024037107,11592.86378,0.159286378
6/17/2020,289.9330838,290.8769999,287.8911705,288.5750122,2188400,294.5081108,296.1416472,291.1187198,292.855307,3411550,294.5678272,296.2519278,291.7023987,293.8006592,3213900,0,-1,296.607851,-0.022503676,11331.98173,0.133198173
9/18/2020,328.3747741,329.3593086,319.687611,324.282135,3409300,331.8815002,334.4876611,327.0109039,329.7184021,2099350,333.6343765,336.2728662,329.4867398,332.7458725,2044735,0,-1,298.6015563,0.09970885,12461.88059,0.246188059
11/2/2020,350.301262,353.6280722,348.8409387,352.3998718,1646300,357.2024659,360.8957768,355.1479965,357.5085022,1745760,358.3516793,361.7489922,355.9016812,358.5351013,1916540,0,-1,342.3997778,0.02307678,12749.46066,0.274946066
12/16/2020,368.3492794,370.0165499,366.0567751,366.6423035,2385100,372.9134506,374.3971274,368.8683164,370.7995819,2796370,373.8449021,375.5296782,370.3760865,372.6288101,2486125,0,-1,364.1307214,0.011585285,12897.16679,0.289716679
1/19/2021,359.61591,360.2014687,349.771049,351.785675,4533800,365.032571,366.9092542,361.0340841,363.0060425,2701600,365.5456561,367.5538325,362.3867587,364.885199,2517760,0,-1,365.3322945,-0.015647082,12695.36376,0.269536376
6/10/2021,378.9454267,382.0246599,378.1681448,381.6759033,1404000,380.4481932,382.6574723,377.7984523,380.5747498,2355070,380.6544737,383.3879216,378.2802727,381.0769974,2026125,0,-1,340.2990466,0.113565937,14137.12464,0.413712464
6/17/2021,379.0550774,385.1238612,377.8891393,383.4098511,1686500,381.0421118,383.2414251,378.2867405,381.0929352,1643540,381.1188469,383.3759599,378.4940205,381.2404236,1958315,0,-1,383.061049,-0.010457789,13989.28158,0.398928158
9/24/2021,455.2435283,467.9629413,454.2651002,466.9945068,3353800,457.2013522,460.9233277,453.0740296,457.0336212,2075170,457.5557782,460.789542,454.3220082,458.0554657,1731060,0,-1,385.6719042,0.180390698,16512.81785,0.651281785
