Date,Open,High,Low,Close,Volume,Open_10,High_10,Low_10,Close_10,Volume_10,Open_20,High_20,Low_20,Close_20,Volume_20,position_10_20,signal_10_20
2019-01-30,33.45615762267791,34.27597958566941,32.65869730078931,34.13188934326172,97422800,36.629362715928856,37.55054405321253,35.76258813838341,36.78115348815918,93706800.0,35.7926464411253,36.75755156522949,34.999407536199115,36.03635673522949,80140700.0,1,0.0
2019-01-31,34.09959012755962,36.069647180590295,33.88097373023629,35.71190643310547,84285200,36.2887641240573,37.37390984425352,35.45850926195733,36.65470237731934,97434280.0,35.87487725642805,36.840900482305145,35.078036188934576,36.12989120483398,81811200.0,1,0.0
2019-02-01,35.89823005210846,36.46713459054015,35.42124364402247,35.95536804199219,62504800,36.213986022860986,37.21143534805033,35.36335966941168,36.481048583984375,98750400.0,36.007912202049035,36.985363028411385,35.26299303988852,36.33782787322998,81408680.0,1,0.0
2019-02-04,36.114358680573815,37.4335246905158,35.89325557633732,37.06087875366211,52859200,36.00629712056975,37.03008000684513,35.185234084070274,36.2885139465332,97522960.0,36.1871546439546,37.14622164873018,35.446583095080236,36.49918327331543,81123540.0,0,-1.0
2019-02-05,37.18013496580055,37.61985452216833,36.84226910311752,37.25217819213867,54242400,35.855996264980874,36.91207521347964,35.20386617158729,36.31782836914063,96331680.0,36.325779115403364,37.22745851172313,35.59402693703035,36.58054447174072,80289860.0,0,0.0
2019-02-06,37.58507340755565,38.65581275131691,37.53042214908455,38.009891510009766,70246400,35.863200690703536,36.937415353017784,35.279389406806395,36.40999641418457,97446120.0,36.38291806107123,37.33701653208665,35.77004023522797,36.744136047363284,79872100.0,0,0.0
2019-02-07,37.5453290679281,37.56768691886334,36.19386559149068,36.62364959716797,63712000,35.824197391827305,36.755315747548174,35.10996000360696,36.151131820678714,96727600.0,36.49756897710527,37.420613424680006,35.84245782252057,36.80425624847412,79971400.0,0,0.0
2019-02-08,35.950406610781506,36.91680183768569,35.80631635652119,36.809974670410156,46160400,35.557631962482844,36.45024350642616,34.9318358229378,35.853512573242185,89797920.0,36.533716334855825,37.458127176048436,35.901709230755124,36.84077625274658,79663640.0,0,0.0
2019-02-11,36.367769935453914,36.91183377368887,35.89823606519322,36.38267517089844,49518000,35.802088461495934,36.62265528338048,35.26721801713955,36.06318893432617,69634440.0,36.55930520428688,37.4435945607876,35.91773346101559,36.81121349334717,77765720.0,0,0.0
2019-02-12,36.767735024165056,37.71177222212485,36.623644796882964,37.555259704589844,59106000,36.09647854946046,36.963004807316366,35.67489243136755,36.549367141723636,64005720.0,36.575204623464984,37.447817705368244,35.93822878724039,36.82028102874756,77070180.0,0,0.0
2019-02-13,37.850890847481885,38.71294543477058,37.71425324316008,37.98007583618164,60537200,36.53595187194086,37.40670139222648,36.18044802560463,36.93418579101562,60317160.0,36.582657293934865,37.47862272271952,35.971518081994006,36.8576696395874,77011980.0,0,0.0
2019-02-14,37.97014331456113,38.6732025770598,37.53787636776602,38.389991760253906,82726400,36.92300719064101,37.66705693187343,36.5461382893576,37.20199432373047,60161280.0,36.60588565734916,37.5204833880635,36.00232377565746,36.9283483505249,78797780.0,1,1.0
2019-02-15,40.481777593434984,40.7103333587563,38.859525594541964,39.08808135986328,151674800,37.381361944773666,38.09137680869505,36.889966484409555,37.51526565551758,69078280.0,36.79767398381734,37.651406078372716,36.12666307691061,36.99815711975098,83914340.0,1,0.0
2019-02-19,38.98126192050567,39.721584342697035,38.78996922071488,38.9141845703125,55189200,37.66805226876685,38.320182773913174,37.179637848847314,37.700596237182616,69311280.0,36.83717469466831,37.67513139037918,36.18243596645878,36.99455509185791,83417120.0,1,0.0
2019-02-20,39.207329992173605,40.06192830910717,39.09553315854823,39.3886833190918,54098800,37.87077177140415,38.56439015260706,37.40496425439038,37.91424674987793,69296920.0,36.86338401819253,37.73823268304337,36.30441521298883,37.11603755950928,82814300.0,1,0.0
2019-02-21,39.51537900249947,39.761326713284035,38.551466857213505,38.69804382324219,44854800,38.06380233089853,38.67494154880377,37.507068725203276,37.983061981201175,66757760.0,36.96350151080105,37.80617845091079,36.39322906600483,37.19652919769287,82101940.0,1,0.0
2019-02-22,39.217262864475714,39.736482017218286,39.0806252477669,39.54767608642578,40174000,38.2309957105533,38.89182105863927,37.7957446908309,38.275464630126955,64403960.0,37.02759655119032,37.82356840309374,36.45285234721892,37.21329822540283,80565780.0,1,0.0
2019-02-25,40.38488735210409,41.060619048372644,39.33650966704409,39.4234619140625,65602000,38.67444378468556,39.30620277970797,38.148764021883196,38.53681335449219,66348120.0,37.11603787358422,37.878223143067075,36.54029992241049,37.19516296386719,78073020.0,1,0.0
2019-02-26,39.37625904430449,39.937710963168065,38.693074739119396,39.02845764160156,48846400,38.975292695570616,39.60879049865589,38.42824788927581,38.8013916015625,66280960.0,37.388690578533286,38.1157228910182,36.84773295320768,37.43229026794434,67957700.0,1,0.0
2019-02-27,38.88436641911942,39.15018524356369,38.03721699240982,38.60860824584961,50025600,39.18695583506606,39.75263180079977,38.5696051088285,38.90672645568848,65372920.0,37.641717192263265,38.357818304058085,37.122248770098025,37.72804679870605,64689320.0,1,0.0
