Date,Open,High,Low,Close,Volume,Open_10,High_10,Low_10,Close_10,Volume_10,Open_20,High_20,Low_20,Close_20,Volume_20,position_10_20,signal_10_20
2019-01-30,60.09000015258789,61.79999923706055,59.698001861572266,61.75400161743164,56251500,61.5471996307373,62.607000732421874,60.22879981994629,61.46580009460449,47336500.0,63.49509963989258,64.82230052947997,62.25650005340576,63.81359996795654,40770725.0,0,0.0
2019-01-31,60.20000076293945,62.3120002746582,58.79999923706055,61.40399932861328,62846000,60.671599578857425,61.798200607299805,59.238800048828125,60.68520011901855,51275250.0,63.4440996170044,64.78660049438477,62.20850009918213,63.782600021362306,40998375.0,0,0.0
2019-02-01,61.08399963378906,63.220001220703125,60.70000076293945,62.44200134277344,36417000,59.85579986572266,61.090200424194336,58.4257999420166,59.98320045471191,53078600.0,63.428299522399904,64.85360050201416,62.269700050354004,63.901100158691406,41077925.0,0,0.0
2019-02-04,62.59600067138672,63.060001373291016,60.375999450683594,62.577999114990234,36760500,59.655400085449216,60.853600311279294,58.46879997253418,60.195800399780275,44679250.0,63.49809951782227,64.82660064697265,62.261199951171875,63.85310020446777,41067425.0,0,0.0
2019-02-05,62.49800109863281,64.48799896240234,62.45000076293945,64.2699966430664,33714000,59.80880012512207,61.14240036010742,58.80380020141602,60.64440002441406,42017300.0,63.40579948425293,64.68360061645508,62.20620002746582,63.71700019836426,40865325.0,0,0.0
2019-02-06,63.917999267578125,64.8479995727539,63.124000549316406,63.444000244140625,25192500,60.35060005187988,61.73720016479492,59.48240013122559,61.236999893188475,38271550.0,63.18209953308106,64.48590049743652,62.092200088500974,63.53570022583008,40372825.0,0,0.0
2019-02-07,62.65999984741211,62.939998626708984,60.599998474121094,61.50199890136719,32603000,60.9560001373291,62.157600021362306,59.956800079345705,61.55699996948242,37525750.0,62.960099601745604,64.19790058135986,61.80750007629395,63.22550010681152,40644750.0,0,0.0
2019-02-08,61.36600112915039,61.4900016784668,59.70000076293945,61.15999984741211,29221000,61.20480041503906,62.3362003326416,60.135800170898435,61.73219985961914,36823050.0,62.68439979553223,63.81850051879883,61.4746000289917,62.83379993438721,40591700.0,0,0.0
2019-02-11,62.31999969482422,63.720001220703125,62.099998474121094,62.56800079345703,35648500,61.578600311279295,62.75900039672852,60.59080009460449,62.06139984130859,37176250.0,62.37949981689453,63.52040061950684,61.19190006256103,62.489599800109865,41114350.0,0,0.0
2019-02-12,63.2400016784668,63.63800048828125,61.92399978637695,62.36199951171875,27588000,61.997200393676756,63.15160026550293,60.947200012207034,62.34839973449707,37624200.0,62.117700004577635,63.277300643920896,60.94809989929199,62.2636999130249,41181925.0,0,0.0
2019-02-13,62.470001220703125,62.54999923706055,61.11399841308594,61.63399887084961,25708000,62.23520050048828,63.22660026550293,61.0887996673584,62.336399459838866,34569850.0,61.89120006561279,62.9168004989624,60.658799743652345,61.90109977722168,40953175.0,1,1.0
2019-02-14,60.67599868774414,61.354000091552734,60.20000076293945,60.75400161743164,26004000,62.28280029296875,63.13080024719238,61.22879981994629,62.271399688720706,30885650.0,61.477199935913085,62.464500427246094,60.23379993438721,61.478299903869626,41080450.0,1,0.0
2019-02-15,60.900001525878906,61.599998474121094,60.779998779296875,61.57600021362305,19524500,62.264400482177734,62.96879997253418,61.23679962158203,62.18479957580566,29196400.0,61.0601001739502,62.02950019836426,59.831299781799316,61.08400001525879,41137500.0,1,0.0
2019-02-19,61.3120002746582,62.30799865722656,61.09400177001953,61.12799835205078,20842000,62.13600044250488,62.89359970092774,61.308599853515624,62.039799499511716,27604550.0,60.89570026397705,61.873600006103516,59.8886999130249,61.117799949646,36141900.0,1,0.0
2019-02-20,60.88199996948242,61.2599983215332,59.79999923706055,60.512001037597656,35710500,61.97440032958984,62.57079963684082,61.043599700927736,61.66399993896484,27804200.0,60.89160022735596,61.856599998474124,59.923699951171876,61.15419998168945,34910750.0,1,0.0
2019-02-21,60.36199951171875,60.64799880981445,58.099998474121094,58.24599838256836,44546000,61.61880035400391,62.15079956054687,60.5411994934082,61.144199752807616,29739550.0,60.984700202941895,61.9439998626709,60.011799812316895,61.190599822998045,34005550.0,1,0.0
2019-02-22,58.89799880981445,59.29999923706055,58.41999816894531,58.94200134277344,28703000,61.24260025024414,61.786799621582034,60.32319946289063,60.888199996948245,29349550.0,61.09930019378662,61.97219982147217,60.13999977111816,61.22259998321533,33437650.0,1,0.0
2019-02-25,59.582000732421875,60.58000183105469,59.400001525878906,59.75400161743164,33132500,61.064200210571286,61.69579963684082,60.29319953918457,60.7476001739502,29740700.0,61.13450031280517,62.015999984741214,60.2144998550415,61.23990001678467,33281875.0,0,-1.0
2019-02-26,58.444000244140625,60.402000427246094,57.75400161743164,59.571998596191406,42912500,60.67660026550293,61.36399955749512,59.85859985351563,60.44799995422363,30467100.0,61.127600288391115,62.061499977111815,60.22469997406006,61.254699897766116,33821675.0,0,0.0
2019-02-27,60.35599899291992,63.2599983215332,60.11000061035156,62.948001861572266,55919500,60.388199996948245,61.32619934082031,59.67719993591309,60.50660018920898,33300250.0,61.1927001953125,62.23889980316162,60.31219997406006,61.42749996185303,35462225.0,0,0.0
2019-02-28,63.784000396728516,64.0,62.1619987487793,63.97600173950195,52603500,60.51959991455078,61.471199417114256,59.78199996948242,60.74080047607422,35989800.0,61.37740020751953,62.348899841308594,60.43539981842041,61.53859996795654,35279825.0,0,0.0
2019-03-01,61.38800048828125,61.42599868774414,58.380001068115234,58.95800018310547,114557000,60.59080009460449,61.4783992767334,59.6,60.561200332641604,44845100.0,61.436800193786624,62.30459976196289,60.41439990997314,61.416300010681155,37865375.0,0,0.0
2019-03-04,59.624000549316406,59.79999923706055,56.555999755859375,57.071998596191406,85484000,60.46319999694824,61.29839935302734,59.17760009765625,60.110800170898436,51441050.0,61.36380023956299,62.13359966278076,60.20719985961914,61.14779987335205,40318725.0,0,0.0
2019-03-05,56.400001525878906,56.79999923706055,54.02000045776367,55.30799865722656,93823500,59.97200012207031,60.74759941101074,58.47019996643066,59.52880020141602,58739200.0,61.054000282287596,61.82059955596924,59.88939990997314,60.78429985046387,43171875.0,0,0.0
2019-03-06,55.29600143432617,56.301998138427734,54.87799835205078,55.24800109863281,51677500,59.41340026855469,60.25179939270019,57.97799987792969,59.00240020751953,60335900.0,60.69390029907227,61.411299514770505,59.51079978942871,60.33320007324219,44070050.0,0,0.0
2019-03-07,55.768001556396484,56.939998626708984,54.849998474121094,55.31800079345703,47212500,58.95400047302246,59.880999374389646,57.65299987792969,58.7096004486084,60602550.0,60.286400413513185,61.01589946746826,59.097099685668944,59.92690010070801,45171050.0,0,0.0
2019-03-08,55.38199996948242,57.11800003051758,55.178001403808594,56.827999114990234,44098000,58.602400588989255,59.66279945373535,57.328800201416016,58.498200225830075,62142050.0,59.922500419616696,60.72479953765869,58.82599983215332,59.69320011138916,45745800.0,0,0.0
2019-03-11,56.70399856567383,58.25600051879883,56.099998474121094,58.183998107910156,36961500,58.31460037231445,59.430399322509764,56.998799896240236,58.34119987487793,62524950.0,59.68940029144287,60.563099479675294,58.6459997177124,59.54440002441406,46132825.0,0,0.0
2019-03-12,57.29800033569336,57.61399841308594,56.21200180053711,56.672000885009766,37520500,58.20000038146973,59.15159912109375,56.844599914550784,58.05120010375977,61985750.0,59.43830032348633,60.257799339294436,58.351599884033206,59.2496000289917,46226425.0,0,0.0
2019-03-13,56.779998779296875,58.39799880981445,56.540000915527344,57.79199981689453,34223500,57.84240036010742,58.665399169921876,56.48759994506836,57.535599899291995,59816150.0,59.11530017852783,59.9957992553711,58.082399940490724,59.02110004425049,46558200.0,0,0.0
