Date,Open,High,Low,Close,Volume,Open_10,High_10,Low_10,Close_10,Volume_10,Open_20,High_20,Low_20,Close_20,Volume_20,position_10_20,signal_10_20,Open_last_time,growth,10000,rate
0,,,,,,,,,,,,,,,,,,,,10000,0
2/25/2019,59.58200073,60.58000183,59.40000153,59.75400162,33132500,61.06420021,61.69579964,60.29319954,60.74760017,29740700,61.13450031,62.01599998,60.21449986,61.23990002,33281875,0,-1,62.47000122,-0.046230197,9537.698026,-0.046230197
4/16/2019,53.15000153,55,52.94400024,54.67200089,36364500,54.36100006,55.2868,53.65180016,54.63960037,50973750,54.52600002,55.36500034,53.83170013,54.80690002,44062050,0,-1,54.33000183,-0.021719129,9330.547534,-0.066945247
8/2/2019,46.27000046,47.25400162,45.84600067,46.86800003,30682500,48.24079971,49.20440025,47.41020088,48.50840034,48170400,48.47999973,49.31260014,47.87750015,48.80880051,43748375,0,-1,42.07600021,0.099676781,10260.58647,0.026058647
10/3/2019,46.37200165,46.89599991,44.85599899,46.60599899,75422500,47.70159988,48.48359985,46.46860008,47.60339966,44385500,47.84589996,48.6237999,47.00790005,47.90810013,36035850,0,-1,46.15999985,0.00459276,10307.71089,0.030771089
12/4/2019,67.55000305,67.5719986,66.56999969,66.60600281,27665000,67.92519989,68.40899963,66.89860001,67.41360016,38097500,68.25169983,69.01799927,67.36339989,68.22100029,38459425,0,-1,51.54000092,0.310632554,13509.62145,0.350962145
3/5/2020,144.7539978,149.1499939,143.6139984,144.9080048,54263500,154.8234009,158.7940002,147.8371994,152.4731995,90631900,157.2441002,162.4627991,151.9644997,157.1289993,97009975,0,-1,72.51000214,0.996331451,26969.68219,1.696968219
8/4/2020,299.0020142,305.4819946,292.3999939,297.3999939,42075000,301.6234009,309.9076019,291.641803,298.5570007,68112000,301.8671021,311.9933014,289.8183029,300.0536972,80805300,0,-1,102.2399979,1.924511154,78873.1364,6.88731364
9/15/2020,436.5599976,461.9400024,430.7000122,449.7600098,97298200,408.9430023,424.2499969,384.6100006,405.7669983,90483360,409.7638,426.0261993,392.7764999,412.4023987,91039725,0,-1,335.3999939,0.301610034,102662.0658,9.26620658
10/7/2020,419.8699951,429.8999939,413.8500061,425.2999878,43127700,414.8370026,427.9070007,407.8869965,419.2620026,57102240,416.2665024,429.7335007,403.8294983,418.3690018,70829320,0,-1,424.6199951,-0.011186473,101513.6394,9.15136394
10/28/2020,416.480011,418.6000061,406,406.019989,25451400,432.1070038,436.7200073,421.851001,426.1360016,31885020,432.6965042,439.2325043,424.0724991,429.9869995,38424990,0,-1,438.4400024,-0.050086651,96429.16113,8.642916113
2/9/2021,855.1199951,859.7999878,841.75,849.460022,15157700,848.1129944,864.1330017,829.946991,847.5509949,22648260,849.6254974,865.1110016,833.3699951,850.0519958,26601760,0,-1,408.9299927,1.091115864,201644.5486,19.16445486
3/29/2021,615.6400146,616.4799805,596.0200195,611.289978,28637000,658.9889954,670.9349915,636.0410034,651.9539978,35420100,662.5269989,677.7039978,633.6515015,654.223999,42127325,0,-1,675.7700195,-0.088979983,183702.2201,17.37022201
5/4/2021,678.9400024,683.4500122,657.7000122,673.5999756,29739300,707.1280029,722.4940002,693.3899963,707.5490051,30430880,709.5650024,724.5589966,695.6,710.8029999,31495455,0,-1,685.7000122,-0.009858553,181891.1821,17.18911821
6/17/2021,601.8900146,621.4699707,601.3400269,616.5999756,22701400,603.9179993,614.6889954,595.7480042,606.5080017,21237710,605.261496,615.7744934,595.4455048,606.0465027,24051965,0,-1,579.710022,0.038260495,188850.4288,17.88504288
6/22/2021,618.25,628.5700073,615.5,623.710022,19158900,610.0729919,620.1499939,603.8080017,612.5160034,20827560,610.4309967,620.1894958,601.0185028,610.7340027,22908100,0,-1,613.3699951,0.007956054,190352.9331,18.03529331
7/19/2021,629.8900146,647.2000122,621.289978,646.2199707,21297100,658.9760071,669.2210022,643.7540039,656.2649963,20940230,661.401004,673.1905029,649.9340027,661.0725006,23328780,0,-1,632,-0.003338584,189717.4237,17.97174237
8/24/2021,710.6799927,715.2199707,702.6400146,708.4899902,13083100,694.7420044,705.376001,683.7220154,695.6629944,17315000,694.9015015,706.8670074,685.940509,696.7984924,18901690,0,-1,700,0.015257132,192611.9676,18.26119676
